event_id,user_id,user_age,user_gender,user_region,subscription_type,signup_date,last_active,device,session_id,content_id,title,content_type,primary_genre,genres,language,release_year,duration_min,director,main_cast,description,avg_rating,user_rating,watch_time_min,watch_percentage,completed,watch_date,play_count,is_original,popularity_rank,imdb_score,maturity_rating,tags_count,num_seasons,episodes,recommendation_source,churn_label,social_shares,watch_start_time,audio_languages,subtitles,bitrate_kbps,network,resolution,mood_tag,metadata_text
ev_00173,user_0179,24,Other,TN,Basic,25-03-2019,02-08-2023,Tablet,sess_13631,content_0011,Title 124 S2,Series,Sci-Fi,Documentary|Comedy,French,2006,36,Director_35,"Actor_331,Actor_83,Actor_132",A sci-fi piece about crime.,6.7,2,15,41.7,0,16-07-2023,7,0,865,6.9,U,3,3,24,organic,0,0,16-07-2023 16:35,English,Yes,1500,WiFi,480p,Heartwarming,Title 124 S2 | Sci-Fi | Director_35 | French
ev_00174,user_0184,24,Male,RJ,Premium,10-02-2022,14-08-2025,SmartTV,sess_78846,content_0254,Title 187 S1,Series,Action,Comedy,Spanish,2023,42,Director_120,Actor_268,A action piece about crime.,8.3,,19,45.2,0,11-08-2025,2,0,1584,7.8,15+,9,7,49,editor_pick,0,2,11-08-2025 15:00,"Tamil,Spanish",Yes,2000,WiFi,480p,Suspense,Title 187 S1 | Action | Director_120 | Spanish
ev_00175,user_0101,38,Female,TN,Standard,28-09-2020,29-03-2025,Tablet,sess_17166,content_0038,Title 217 S4,Movie,Romance,Documentary,Telugu,2022,114,Director_106,"Actor_11,Actor_331,Actor_496",A romance piece about space.,2.7,,20,17.5,0,29-03-2025,6,0,1850,7.9,U,8,0,1,trending,0,2,29-03-2025 03:04,Tamil,Yes,1200,3G,1080p,Educational,Title 217 S4 | Romance | Director_106 | Telugu
ev_00176,user_0316,49,Male,AP,Standard,17-03-2021,24-07-2024,Web,sess_52830,content_0134,Title 18 S3,Movie,Fantasy,Sci-Fi|Documentary,French,2013,45,Director_106,"Actor_358,Actor_134",A fantasy piece about space.,3,7.6,2,4.4,0,14-07-2024,3,0,1291,5.7,UA,0,0,1,personalized,0,0,14-07-2024 05:23,Spanish,Yes,3000,3G,1080p,Heartwarming,Title 18 S3 | Fantasy | Director_106 | French
ev_00177,user_0001,22,Male,DL,Premium,22-07-2019,11-08-2025,GameConsole,sess_83207,content_0200,Title 69 S3,Movie,Animation,Romance|Thriller,English,2013,114,Director_24,"Actor_449,Actor_194,Actor_484,Actor_428",A animation piece about space.,4.1,,113,99.1,1,03-08-2025,4,0,537,7.2,UA,0,0,1,personalized,0,2,03-08-2025 05:48,English,No,2000,3G,480p,Dark,Title 69 S3 | Animation | Director_24 | English
ev_00178,user_0303,56,Male,DL,Standard,13-01-2019,11-02-2023,SmartTV,sess_48036,content_0023,Title 105 S2,Series,Romance,Fantasy|Sci-Fi|Action,Telugu,2006,48,Director_28,"Actor_373,Actor_347,Actor_97",A romance piece about friendship.,3.8,,4,8.3,0,30-01-2023,6,0,1194,7.1,18+,1,1,11,organic,0,5,30-01-2023 13:05,"French,Spanish",No,800,4G,480p,Feel-good,Title 105 S2 | Romance | Director_28 | Telugu
ev_00179,user_0238,66,Female,RJ,Premium,14-02-2020,21-10-2023,GameConsole,sess_32264,content_0218,Title 121 S4,Series,Animation,Animation|Drama|Horror,Tamil,2016,49,Director_49,"Actor_203,Actor_344,Actor_190",A animation piece about adventure.,9.3,6.2,29,59.2,0,24-09-2023,3,0,184,4.9,18+,2,5,25,organic,0,5,24-09-2023 12:18,"Tamil,Korean",No,3000,WiFi,4K,Dark,Title 121 S4 | Animation | Director_49 | Tamil
ev_00180,user_0169,23,Other,WB,Premium,28-11-2021,16-06-2024,Web,sess_15346,content_0141,Title 252 S2,Series,Drama,Action,English,2007,21,Director_5,"Actor_134,Actor_84,Actor_362,Actor_240",A drama piece about friendship.,3.3,,21,100,1,21-05-2024,8,0,1010,3.7,UA,1,6,30,organic,0,4,21-05-2024 09:18,Spanish,Yes,3000,5G,4K,Feel-good,Title 252 S2 | Drama | Director_5 | English
ev_00181,user_0198,51,Female,AP,Basic,08-11-2019,09-05-2024,SmartTV,sess_92359,content_0104,Title 256 S1,Series,Drama,Comedy|Sci-Fi,Tamil,2018,16,Director_108,"Actor_79,Actor_15,Actor_42",A drama piece about friendship.,8.3,,16,100,1,09-04-2024,8,1,666,8.7,UA,3,1,8,organic,1,0,09-04-2024 13:36,"Hindi,Korean",No,800,4G,720p,Dark,Title 256 S1 | Drama | Director_108 | Tamil
ev_00182,user_0288,54,Other,UP,Free,16-02-2019,09-05-2024,GameConsole,sess_45190,content_0210,Title 207 S3,Movie,Comedy,Fantasy|Sci-Fi,French,2009,174,Director_17,"Actor_341,Actor_50,Actor_427",A comedy piece about mystery.,6.1,9,37,21.3,0,02-05-2024,6,0,1258,4.1,18+,1,0,1,organic,0,5,02-05-2024 05:17,"Spanish,French",Yes,1500,3G,4K,Feel-good,Title 207 S3 | Comedy | Director_17 | French
ev_00183,user_0051,69,Other,TN,Basic,15-06-2022,03-05-2024,GameConsole,sess_96619,content_0111,Title 245 S3,Movie,Action,Romance|Thriller|Sci-Fi,Tamil,2018,32,Director_71,Actor_470,A action piece about love.,6.1,4.7,32,100,1,20-04-2024,1,0,234,7.4,18+,2,0,1,trending,0,2,20-04-2024 10:42,"Korean,French",No,3000,WiFi,1080p,Dark,Title 245 S3 | Action | Director_71 | Tamil
ev_00184,user_0268,65,Male,TN,Standard,07-11-2021,18-09-2025,Web,sess_88890,content_0104,Title 95 S1,Series,Comedy,Horror|Drama,English,2012,17,Director_2,"Actor_336,Actor_245",A comedy piece about friendship.,7.3,,1,5.9,0,15-09-2025,6,0,1415,7,18+,12,5,25,organic,0,5,15-09-2025 06:25,Hindi,No,4500,5G,720p,Heartwarming,Title 95 S1 | Comedy | Director_2 | English
ev_00185,user_0303,59,Other,TN,Standard,04-09-2019,10-09-2024,Tablet,sess_41801,content_0171,Title 276 S2,Movie,Romance,Action|Fantasy,Telugu,2000,49,Director_22,"Actor_379,Actor_360",A romance piece about friendship.,9.2,8.7,1,2,0,22-08-2024,1,0,684,3,18+,6,0,1,trending,0,2,22-08-2024 01:15,"Telugu,Korean",No,1200,4G,480p,Heartwarming,Title 276 S2 | Romance | Director_22 | Telugu
ev_00186,user_0277,31,Other,RJ,Free,08-06-2019,30-08-2024,SmartTV,sess_99780,content_0133,Title 162 S5,Movie,Romance,Sci-Fi|Fantasy|Comedy,Telugu,2019,108,Director_58,"Actor_11,Actor_83,Actor_148,Actor_372",A romance piece about adventure.,5.8,5.6,66,61.1,0,24-08-2024,7,0,1966,5.5,15+,12,0,1,personalized,0,5,24-08-2024 02:56,"Hindi,Korean",Yes,1200,3G,480p,Heartwarming,Title 162 S5 | Romance | Director_58 | Telugu
ev_00187,user_0355,19,Other,TN,Premium,14-07-2019,19-08-2024,Web,sess_39372,content_0293,Title 253 S3,Movie,Thriller,Drama|Animation|Documentary,Tamil,2011,60,Director_23,Actor_414,A thriller piece about love.,4.9,3,18,30,0,29-07-2024,1,0,1578,8.3,15+,2,0,1,trending,0,0,29-07-2024 14:56,"Korean,English",Yes,3000,4G,480p,Thrilling,Title 253 S3 | Thriller | Director_23 | Tamil
ev_00188,user_0344,36,Other,UP,Standard,09-09-2018,19-05-2023,Web,sess_36462,content_0127,Title 86 S1,Movie,Documentary,Romance,French,2014,149,Director_64,Actor_79,A documentary piece about crime.,5,,48,32.2,0,06-05-2023,8,1,700,4.7,UA,1,0,1,organic,0,5,06-05-2023 08:22,Korean,No,1200,5G,4K,Heartwarming,Title 86 S1 | Documentary | Director_64 | French
ev_00189,user_0346,52,Male,AP,Premium,15-11-2017,18-08-2025,Tablet,sess_94078,content_0106,Title 210 S4,Series,Drama,Action|Drama,French,2016,14,Director_11,"Actor_162,Actor_206,Actor_396",A drama piece about adventure.,5.5,1.3,7,50,0,02-08-2025,5,0,859,5.4,15+,11,6,54,organic,0,5,02-08-2025 13:47,"French,Hindi",No,4500,WiFi,4K,Dark,Title 210 S4 | Drama | Director_11 | French
ev_00190,user_0126,54,Male,TN,Basic,27-08-2022,17-02-2023,GameConsole,sess_13655,content_0092,Title 155 S1,Movie,Horror,Sci-Fi|Action,Spanish,2017,92,Director_28,Actor_262,A horror piece about space.,4.7,6.7,13,14.1,0,24-01-2023,7,0,1035,3.7,U,5,0,1,organic,0,3,24-01-2023 10:10,Telugu,No,1200,5G,1080p,Suspense,Title 155 S1 | Horror | Director_28 | Spanish
ev_00191,user_0140,44,Other,DL,Basic,13-09-2017,10-04-2024,Web,sess_27047,content_0287,Title 294 S2,Series,Horror,Thriller|Comedy|Documentary,Spanish,2018,22,Director_106,"Actor_233,Actor_51,Actor_76",A horror piece about crime.,5.5,1.8,3,13.6,0,11-03-2024,7,0,1205,6.4,18+,4,10,110,personalized,0,3,11-03-2024 05:33,Spanish,Yes,2000,3G,720p,Educational,Title 294 S2 | Horror | Director_106 | Spanish
ev_00192,user_0222,48,Female,RJ,Free,28-11-2022,22-01-2024,SmartTV,sess_49748,content_0051,Title 271 S1,Movie,Fantasy,Drama|Action,Spanish,2011,50,Director_78,"Actor_57,Actor_62,Actor_190,Actor_293",A fantasy piece about mystery.,2.8,4.3,22,44,0,19-01-2024,7,1,100,8.6,15+,4,0,1,organic,0,0,19-01-2024 01:31,"Telugu,Spanish",No,3000,3G,1080p,Heartwarming,Title 271 S1 | Fantasy | Director_78 | Spanish
ev_00193,user_0129,46,Male,KA,Premium,21-07-2017,18-07-2025,SmartTV,sess_68077,content_0029,Title 68 S2,Series,Fantasy,Fantasy|Action|Documentary,English,2019,52,Director_80,"Actor_199,Actor_120,Actor_461,Actor_203",A fantasy piece about mystery.,6.3,,48,92.3,1,30-06-2025,5,0,1150,6.9,U,3,10,120,personalized,0,3,30-06-2025 17:09,English,Yes,800,WiFi,720p,Dark,Title 68 S2 | Fantasy | Director_80 | English
ev_00194,user_0118,58,Male,TN,Free,26-11-2021,12-04-2023,Tablet,sess_81012,content_0296,Title 297 S4,Movie,Horror,Documentary|Sci-Fi|Drama,Telugu,2000,107,Director_56,"Actor_213,Actor_13",A horror piece about family.,6.2,1.8,68,63.6,0,12-04-2023,2,0,316,4.8,18+,10,0,1,organic,0,2,12-04-2023 13:18,Tamil,Yes,2000,WiFi,1080p,Heartwarming,Title 297 S4 | Horror | Director_56 | Telugu
ev_00195,user_0113,63,Male,AP,Basic,12-02-2020,05-02-2023,Tablet,sess_63411,content_0297,Title 62 S1,Movie,Thriller,Animation|Thriller|Fantasy,Spanish,2024,149,Director_50,Actor_138,A thriller piece about love.,4.7,1.6,35,23.5,0,30-01-2023,2,0,505,7.6,UA,4,0,1,personalized,0,2,30-01-2023 18:26,Korean,Yes,3000,3G,4K,Feel-good,Title 62 S1 | Thriller | Director_50 | Spanish
ev_00196,user_0349,53,Female,TN,Free,14-08-2017,10-07-2024,Mobile,sess_83804,content_0214,Title 238 S5,Series,Action,Drama,Telugu,2008,48,Director_33,"Actor_180,Actor_432,Actor_324,Actor_109",A action piece about space.,8.4,2.5,18,37.5,0,30-06-2024,3,0,1485,6.3,15+,6,4,48,editor_pick,0,5,30-06-2024 15:27,"Hindi,French",No,1500,5G,4K,Thrilling,Title 238 S5 | Action | Director_33 | Telugu
ev_00197,user_0176,60,Male,KA,Basic,13-11-2022,12-07-2024,Web,sess_14056,content_0267,Title 9 S2,Movie,Animation,Drama|Animation,French,2005,125,Director_72,"Actor_391,Actor_202,Actor_276,Actor_42",A animation piece about family.,8.6,,15,12,0,05-07-2024,6,0,793,4.1,U,1,0,1,personalized,0,2,05-07-2024 23:13,"Hindi,English",No,4500,5G,720p,Heartwarming,Title 9 S2 | Animation | Director_72 | French
ev_00198,user_0274,52,Female,MH,Free,13-02-2019,19-08-2024,GameConsole,sess_98103,content_0257,Title 186 S1,Series,Fantasy,Animation|Thriller|Drama,Hindi,2020,35,Director_15,"Actor_292,Actor_257,Actor_253",A fantasy piece about adventure.,6.4,,1,2.9,0,02-08-2024,2,1,261,4.6,UA,8,5,35,trending,1,5,02-08-2024 19:07,"English,Telugu",Yes,1500,3G,4K,Suspense,Title 186 S1 | Fantasy | Director_15 | Hindi
ev_00199,user_0268,34,Female,KA,Premium,14-06-2018,14-02-2025,Web,sess_39573,content_0101,Title 266 S4,Series,Documentary,Drama|Thriller|Animation,Tamil,2013,44,Director_58,"Actor_3,Actor_201,Actor_100",A documentary piece about mystery.,3.1,1.2,44,100,1,25-01-2025,6,0,637,3.4,U,0,8,80,trending,0,1,25-01-2025 03:40,"Hindi,Tamil",Yes,1500,5G,480p,Thrilling,Title 266 S4 | Documentary | Director_58 | Tamil
ev_00200,user_0384,42,Female,UP,Free,04-06-2019,26-02-2023,GameConsole,sess_49514,content_0110,Title 225 S1,Series,Animation,Comedy,English,2001,34,Director_41,Actor_401,A animation piece about adventure.,2.9,,6,17.6,0,26-02-2023,1,0,604,8.1,18+,1,10,100,organic,0,3,26-02-2023 14:36,Tamil,Yes,2000,WiFi,720p,Feel-good,Title 225 S1 | Animation | Director_41 | English
ev_00201,user_0327,36,Male,UP,Standard,30-12-2020,12-03-2023,SmartTV,sess_26735,content_0182,Title 7 S5,Movie,Animation,Animation,Hindi,2020,150,Director_33,"Actor_216,Actor_247,Actor_372",A animation piece about space.,5.6,8.2,19,12.7,0,03-03-2023,6,0,638,6.5,UA,2,0,1,personalized,0,4,03-03-2023 20:01,English,Yes,3000,4G,4K,Suspense,Title 7 S5 | Animation | Director_33 | Hindi
ev_00202,user_0318,37,Male,DL,Premium,24-05-2018,03-05-2024,Web,sess_15530,content_0001,Title 103 S2,Movie,Documentary,Fantasy,French,2022,139,Director_77,"Actor_437,Actor_297,Actor_290",A documentary piece about mystery.,6.8,2.5,109,78.4,0,10-04-2024,4,0,956,6.7,UA,7,0,1,trending,0,3,10-04-2024 06:17,Tamil,Yes,800,WiFi,480p,Thrilling,Title 103 S2 | Documentary | Director_77 | French
ev_00203,user_0261,36,Female,MH,Premium,12-05-2020,09-07-2023,Mobile,sess_35688,content_0055,Title 73 S3,Series,Thriller,Animation|Documentary|Drama,English,2006,22,Director_37,"Actor_113,Actor_454",A thriller piece about mystery.,7.5,6,14,63.6,0,02-07-2023,1,0,1703,7.1,18+,10,2,18,editor_pick,0,5,02-07-2023 05:50,"French,English",Yes,1200,5G,720p,Dark,Title 73 S3 | Thriller | Director_37 | English
ev_00204,user_0336,46,Female,RJ,Basic,27-10-2020,27-06-2025,GameConsole,sess_26575,content_0149,Title 194 S3,Series,Animation,Thriller|Drama,Korean,2019,47,Director_25,"Actor_405,Actor_77,Actor_168",A animation piece about adventure.,2.9,,31,66,0,12-06-2025,8,1,1620,7,U,2,9,90,trending,0,1,12-06-2025 10:59,"Spanish,French",No,4500,3G,4K,Suspense,Title 194 S3 | Animation | Director_25 | Korean
ev_00205,user_0192,40,Female,MH,Standard,23-05-2020,02-10-2023,Mobile,sess_82161,content_0137,Title 206 S5,Movie,Thriller,Thriller,Telugu,2007,121,Director_28,"Actor_218,Actor_456,Actor_194",A thriller piece about space.,3.6,,20,16.5,0,18-09-2023,6,0,472,6.5,18+,8,0,1,personalized,0,2,18-09-2023 16:58,"Tamil,Telugu",Yes,1200,3G,720p,Suspense,Title 206 S5 | Thriller | Director_28 | Telugu
ev_00206,user_0221,38,Other,TN,Free,13-07-2018,16-12-2023,SmartTV,sess_42771,content_0202,Title 39 S3,Movie,Romance,Horror|Animation|Comedy,Korean,2008,78,Director_13,Actor_37,A romance piece about mystery.,2.8,2.8,13,16.7,0,04-12-2023,3,0,1752,7.5,15+,0,0,1,trending,0,5,04-12-2023 00:24,"French,Spanish",Yes,2000,5G,720p,Educational,Title 39 S3 | Romance | Director_13 | Korean
ev_00207,user_0316,62,Other,MH,Basic,28-08-2020,24-02-2023,Tablet,sess_59112,content_0117,Title 108 S4,Movie,Horror,Horror|Fantasy|Animation,Tamil,2002,100,Director_109,"Actor_220,Actor_395",A horror piece about crime.,5.4,8.7,16,16,0,31-01-2023,8,0,1660,7,15+,5,0,1,organic,0,4,31-01-2023 10:13,"Spanish,English",Yes,1200,5G,1080p,Thrilling,Title 108 S4 | Horror | Director_109 | Tamil
ev_00208,user_0379,68,Female,RJ,Free,16-12-2021,30-07-2024,Mobile,sess_33283,content_0154,Title 294 S4,Series,Thriller,Comedy|Horror,Telugu,2006,40,Director_14,"Actor_292,Actor_493,Actor_232",A thriller piece about crime.,8.8,1.9,5,12.5,0,20-07-2024,7,0,582,4.2,15+,10,9,45,personalized,0,3,20-07-2024 05:21,Hindi,No,2000,4G,4K,Dark,Title 294 S4 | Thriller | Director_14 | Telugu
ev_00209,user_0214,24,Other,RJ,Basic,04-08-2020,29-06-2024,GameConsole,sess_53108,content_0291,Title 106 S3,Series,Fantasy,Animation,Spanish,2009,47,Director_26,"Actor_142,Actor_104,Actor_4,Actor_74",A fantasy piece about friendship.,2.9,8.3,33,70.2,0,22-06-2024,2,0,590,6.9,18+,5,5,50,personalized,0,5,22-06-2024 14:44,"Telugu,French",Yes,4500,4G,4K,Educational,Title 106 S3 | Fantasy | Director_26 | Spanish
ev_00210,user_0207,13,Female,MH,Basic,11-09-2020,01-12-2023,Web,sess_63752,content_0063,Title 23 S2,Movie,Romance,Horror|Romance|Comedy,French,2023,75,Director_117,"Actor_211,Actor_391,Actor_284,Actor_63",A romance piece about mystery.,3,7.9,75,100,1,30-11-2023,8,0,55,3.4,18+,6,0,1,organic,0,0,30-11-2023 04:39,"French,Korean",No,2000,3G,480p,Feel-good,Title 23 S2 | Romance | Director_117 | French
ev_00211,user_0065,58,Other,MH,Basic,30-04-2019,02-02-2023,SmartTV,sess_98785,content_0244,Title 125 S4,Movie,Fantasy,Action|Animation,Korean,2000,175,Director_13,"Actor_151,Actor_64",A fantasy piece about space.,7.7,7,150,85.7,0,12-01-2023,1,1,1829,7.1,UA,7,0,1,personalized,0,0,12-01-2023 13:19,"Telugu,English",Yes,800,3G,720p,Dark,Title 125 S4 | Fantasy | Director_13 | Korean
ev_00212,user_0161,38,Other,WB,Basic,12-12-2021,01-03-2024,Mobile,sess_77174,content_0025,Title 123 S2,Movie,Drama,Drama|Animation,Tamil,2006,36,Director_29,Actor_409,A drama piece about family.,8.3,2.5,36,100,1,01-03-2024,4,0,1914,6.3,18+,1,0,1,organic,1,2,01-03-2024 00:24,"Hindi,Telugu",Yes,800,WiFi,1080p,Feel-good,Title 123 S2 | Drama | Director_29 | Tamil
ev_00213,user_0388,45,Other,MH,Standard,05-10-2018,02-12-2024,SmartTV,sess_27423,content_0090,Title 112 S4,Series,Animation,Comedy|Horror,Korean,2018,20,Director_33,Actor_308,A animation piece about mystery.,9.4,,6,30,0,25-11-2024,6,0,1744,7,U,5,1,11,organic,0,5,25-11-2024 00:27,English,Yes,1500,5G,4K,Dark,Title 112 S4 | Animation | Director_33 | Korean
ev_00214,user_0384,34,Female,TN,Basic,04-03-2018,18-02-2025,Tablet,sess_53082,content_0075,Title 41 S1,Movie,Documentary,Romance|Thriller,Hindi,2012,72,Director_83,Actor_122,A documentary piece about crime.,6.7,,50,69.4,0,26-01-2025,1,0,1067,7.8,18+,10,0,1,trending,0,1,26-01-2025 07:01,French,Yes,4500,5G,4K,Thrilling,Title 41 S1 | Documentary | Director_83 | Hindi
ev_00215,user_0304,53,Male,KA,Basic,28-05-2020,28-08-2023,GameConsole,sess_40973,content_0294,Title 94 S4,Movie,Comedy,Comedy|Thriller,English,2020,56,Director_27,"Actor_47,Actor_89",A comedy piece about space.,6.3,,16,28.6,0,29-07-2023,3,0,1478,4.2,18+,2,0,1,personalized,0,2,29-07-2023 16:25,Tamil,No,2000,5G,4K,Heartwarming,Title 94 S4 | Comedy | Director_27 | English
ev_00216,user_0342,38,Other,RJ,Free,24-09-2017,22-04-2024,Web,sess_47122,content_0210,Title 259 S5,Series,Action,Drama|Sci-Fi,Telugu,2002,58,Director_117,"Actor_305,Actor_276,Actor_79",A action piece about space.,7.6,5.2,28,48.3,0,09-04-2024,8,1,401,3.9,UA,0,1,12,trending,0,2,09-04-2024 13:06,"Tamil,French",Yes,2000,4G,480p,Heartwarming,Title 259 S5 | Action | Director_117 | Telugu
ev_00217,user_0350,66,Male,WB,Standard,01-08-2017,27-09-2023,Mobile,sess_72616,content_0017,Title 290 S2,Movie,Sci-Fi,Documentary|Horror,French,2015,114,Director_90,Actor_334,A sci-fi piece about friendship.,9,,49,43,0,06-09-2023,3,0,536,6.6,UA,4,0,1,organic,0,0,06-09-2023 03:59,French,No,2000,4G,720p,Heartwarming,Title 290 S2 | Sci-Fi | Director_90 | French
ev_00218,user_0187,21,Male,MH,Premium,16-11-2021,07-01-2025,Mobile,sess_50383,content_0128,Title 219 S3,Series,Horror,Sci-Fi|Romance|Animation,Korean,2023,15,Director_14,"Actor_417,Actor_74,Actor_138",A horror piece about crime.,4,,1,6.7,0,16-12-2024,2,1,1585,7.2,18+,10,5,50,organic,0,3,16-12-2024 06:12,Telugu,Yes,1200,5G,480p,Educational,Title 219 S3 | Horror | Director_14 | Korean
ev_00219,user_0231,34,Other,AP,Basic,07-04-2020,13-12-2024,Mobile,sess_23213,content_0251,Title 99 S3,Series,Fantasy,Animation|Comedy|Action,English,2009,15,Director_49,Actor_142,A fantasy piece about love.,4.9,5.3,4,26.7,0,19-11-2024,1,0,199,4.3,U,6,10,120,editor_pick,0,3,19-11-2024 11:29,"French,Tamil",No,1200,WiFi,4K,Heartwarming,Title 99 S3 | Fantasy | Director_49 | English
ev_00220,user_0177,33,Other,RJ,Standard,24-05-2018,07-05-2025,SmartTV,sess_42576,content_0179,Title 30 S3,Series,Comedy,Fantasy,Korean,2022,35,Director_93,"Actor_14,Actor_309",A comedy piece about love.,8.6,7.3,35,100,1,14-04-2025,8,0,1055,5.5,UA,0,6,24,personalized,0,3,14-04-2025 07:58,"Telugu,French",Yes,1500,3G,4K,Educational,Title 30 S3 | Comedy | Director_93 | Korean
ev_00221,user_0286,62,Female,RJ,Premium,10-11-2017,27-07-2024,Tablet,sess_71184,content_0182,Title 52 S4,Series,Animation,Action,Korean,2016,46,Director_101,Actor_66,A animation piece about friendship.,8.1,7.1,8,17.4,0,15-07-2024,4,0,499,4.3,U,1,7,28,organic,0,1,15-07-2024 08:47,"French,English",Yes,3000,3G,480p,Educational,Title 52 S4 | Animation | Director_101 | Korean
ev_00222,user_0238,62,Female,WB,Free,18-07-2020,27-08-2025,Mobile,sess_34662,content_0152,Title 115 S5,Movie,Documentary,Sci-Fi|Horror,Korean,2013,79,Director_29,"Actor_60,Actor_149,Actor_45",A documentary piece about love.,3.1,,7,8.9,0,17-08-2025,7,0,1182,7.4,15+,0,0,1,personalized,0,5,17-08-2025 04:18,English,No,800,3G,1080p,Dark,Title 115 S5 | Documentary | Director_29 | Korean
ev_00223,user_0051,64,Male,RJ,Standard,02-03-2018,30-05-2023,GameConsole,sess_45841,content_0025,Title 152 S2,Series,Fantasy,Animation,Tamil,2004,57,Director_86,Actor_307,A fantasy piece about mystery.,4.7,,20,35.1,0,07-05-2023,5,0,1443,8.8,U,12,6,36,trending,0,5,07-05-2023 01:47,Korean,No,4500,3G,1080p,Educational,Title 152 S2 | Fantasy | Director_86 | Tamil
ev_00224,user_0022,59,Other,TN,Basic,14-11-2022,09-12-2023,Mobile,sess_86072,content_0180,Title 82 S1,Series,Documentary,Fantasy|Documentary,Korean,2012,35,Director_10,"Actor_145,Actor_357,Actor_473",A documentary piece about adventure.,7.4,1.9,35,100,1,28-11-2023,3,1,905,7.2,15+,2,4,28,trending,0,0,28-11-2023 23:09,Telugu,No,4500,5G,480p,Feel-good,Title 82 S1 | Documentary | Director_10 | Korean
ev_00225,user_0220,44,Other,KA,Standard,16-06-2022,29-06-2023,Web,sess_95563,content_0198,Title 243 S2,Movie,Comedy,Documentary|Sci-Fi|Action,French,2023,123,Director_32,Actor_61,A comedy piece about adventure.,5.3,6.4,71,57.7,0,26-06-2023,7,0,564,6.8,18+,5,0,1,organic,0,5,26-06-2023 17:23,English,No,1500,4G,720p,Heartwarming,Title 243 S2 | Comedy | Director_32 | French
ev_00226,user_0048,23,Male,MH,Premium,06-10-2021,28-05-2023,Mobile,sess_37192,content_0161,Title 223 S3,Movie,Comedy,Comedy|Horror,Hindi,2012,25,Director_51,"Actor_33,Actor_266,Actor_429,Actor_300",A comedy piece about space.,7.5,,19,76,0,08-05-2023,1,0,1137,5.7,15+,1,0,1,organic,0,4,08-05-2023 08:45,English,Yes,3000,WiFi,1080p,Thrilling,Title 223 S3 | Comedy | Director_51 | Hindi
ev_00227,user_0045,51,Other,DL,Standard,21-07-2017,31-12-2023,GameConsole,sess_89452,content_0177,Title 217 S1,Movie,Romance,Horror,Korean,2009,156,Director_57,"Actor_296,Actor_252",A romance piece about crime.,4.7,,21,13.5,0,27-12-2023,1,0,486,3.2,UA,4,0,1,trending,0,1,27-12-2023 20:11,"Tamil,Hindi",No,800,WiFi,1080p,Heartwarming,Title 217 S1 | Romance | Director_57 | Korean
ev_00228,user_0076,17,Female,UP,Premium,05-11-2019,20-06-2024,Tablet,sess_89291,content_0285,Title 84 S4,Series,Comedy,Sci-Fi|Action,Spanish,2006,14,Director_81,"Actor_325,Actor_357,Actor_331",A comedy piece about adventure.,7.5,6.8,9,64.3,0,07-06-2024,7,0,777,3.2,UA,1,5,25,personalized,0,5,07-06-2024 03:02,"Tamil,Korean",Yes,1200,WiFi,480p,Feel-good,Title 84 S4 | Comedy | Director_81 | Spanish
ev_00229,user_0128,45,Other,WB,Premium,13-11-2022,28-07-2025,Tablet,sess_16286,content_0063,Title 114 S4,Movie,Comedy,Horror,French,2009,170,Director_106,"Actor_49,Actor_271,Actor_179,Actor_359",A comedy piece about space.,8.6,6.5,44,25.9,0,07-07-2025,6,0,1651,7.4,18+,7,0,1,personalized,0,1,07-07-2025 22:26,Hindi,No,3000,WiFi,480p,Educational,Title 114 S4 | Comedy | Director_106 | French
ev_00230,user_0398,13,Female,TN,Basic,22-05-2018,06-12-2023,Mobile,sess_93313,content_0150,Title 190 S2,Series,Fantasy,Fantasy,Tamil,2014,42,Director_37,"Actor_488,Actor_220,Actor_267",A fantasy piece about crime.,8.7,,42,100,1,09-11-2023,2,0,1300,3.5,UA,1,3,12,organic,0,5,09-11-2023 17:21,Telugu,No,3000,4G,4K,Feel-good,Title 190 S2 | Fantasy | Director_37 | Tamil
ev_00231,user_0284,38,Male,MH,Basic,20-05-2019,26-03-2024,Web,sess_74947,content_0154,Title 98 S1,Series,Horror,Documentary|Thriller|Drama,Spanish,2014,20,Director_87,"Actor_90,Actor_39",A horror piece about mystery.,8.4,9.6,13,65,0,08-03-2024,4,1,1704,6.2,U,4,5,55,organic,0,2,08-03-2024 21:56,Telugu,No,800,WiFi,480p,Thrilling,Title 98 S1 | Horror | Director_87 | Spanish
ev_00232,user_0147,55,Female,RJ,Free,24-04-2022,21-06-2023,Mobile,sess_63833,content_0156,Title 169 S3,Series,Comedy,Documentary,French,2005,35,Director_46,Actor_52,A comedy piece about friendship.,5.9,5.6,5,14.3,0,07-06-2023,5,0,464,5.8,15+,4,6,60,trending,0,1,07-06-2023 04:46,"French,Telugu",Yes,1500,5G,480p,Dark,Title 169 S3 | Comedy | Director_46 | French
ev_00233,user_0140,40,Female,UP,Free,14-10-2018,11-05-2023,Web,sess_52583,content_0049,Title 21 S2,Series,Sci-Fi,Documentary|Drama|Action,French,2006,40,Director_86,"Actor_61,Actor_216,Actor_251",A sci-fi piece about space.,6,,1,2.5,0,11-05-2023,1,0,259,3.9,U,12,4,16,personalized,0,2,11-05-2023 09:37,"English,Telugu",Yes,3000,5G,720p,Dark,Title 21 S2 | Sci-Fi | Director_86 | French
